// Initial random seed:
1683965715577

// RunInitializeCallbacks():
initializeMutationRate(1e-07);
initializeMutationType(0, 0.5, "f", 0);
initializeMutationType(1, 0.5, "f", -0.02);
initializeMutationType(2, -0.5, "f", -0.05);
initializeGenomicElementType(1, c(m0, m1), c(1, 0));
initializeGenomicElement(g1, 0, 499999);
initializeRecombinationRate(1e-06, 499999);

// Starting run at generation <start>:
1 

generation NN NI II
6951 529 392 79
6952 537 387 76
6953 532 390 78
6954 504 428 68
6955 509 407 84
6956 494 432 74
6957 507 422 71
6958 514 397 89
6959 503 404 93
6960 492 434 74
6961 493 396 111
6962 485 418 97
6963 487 422 91
6964 507 393 100
6965 499 418 83
6966 526 389 85
6967 529 394 77
6968 527 397 76
6969 523 403 74
6970 481 436 83
6971 475 419 106
6972 461 434 105
6973 482 417 101
6974 471 418 111
6975 460 444 96
6976 479 422 99
6977 510 415 75
6978 511 405 84
6979 503 416 81
6980 521 393 86
6981 512 418 70
6982 514 414 72
6983 542 378 80
6984 555 370 75
6985 560 363 77
6986 545 386 69
6987 534 391 75
6988 536 398 66
6989 522 398 80
6990 541 384 75
6991 528 399 73
6992 509 413 78
6993 513 415 72
6994 497 421 82
6995 498 416 86
6996 494 434 72
6997 504 421 75
6998 521 395 84
6999 467 448 85
7000 441 451 108
7001 454 461 85
7002 453 453 94
7003 461 434 105
7004 448 452 100
7005 453 448 99
7006 472 425 103
7007 483 419 98
7008 489 421 90
7009 511 390 99
7010 512 394 94
7011 497 429 74
7012 514 411 75
7013 530 390 80
7014 527 398 75
7015 533 386 81
7016 549 385 66
7017 569 356 75
7018 561 356 83
7019 553 381 66
7020 535 392 73
7021 528 397 75
7022 523 404 73
7023 563 367 70
7024 547 398 55
7025 538 399 63
7026 573 359 68
7027 565 386 49
7028 569 376 55
7029 589 358 53
7030 589 353 58
7031 596 359 45
7032 595 347 58
7033 601 340 59
7034 597 345 58
7035 569 369 62
7036 549 383 68
7037 543 395 62
7038 557 382 61
7039 533 401 66
7040 537 400 63
7041 505 418 77
7042 533 391 76
7043 499 414 87
7044 507 402 91
7045 517 394 89
7046 500 418 82
7047 509 410 81
7048 526 401 73
7049 543 383 74
7050 561 379 60
7051 565 381 54
7052 565 381 54
7053 567 364 69
7054 564 378 58
7055 553 381 66
7056 559 382 59
7057 567 374 59
7058 578 359 63
7059 556 396 48
7060 573 358 69
7061 560 382 58
7062 570 373 57
7063 589 349 62
7064 589 355 56
7065 579 374 47
7066 588 361 51
7067 596 357 47
7068 599 346 55
7069 622 335 43
7070 640 327 33
7071 649 315 36
7072 657 304 39
7073 631 328 41
7074 662 291 47
7075 648 315 37
7076 662 304 34
7077 645 313 42
7078 637 322 41
7079 675 278 47
7080 707 258 35
7081 688 285 27
7082 684 282 34
7083 683 289 28
7084 677 295 28
7085 681 286 33
7086 681 289 30
7087 647 322 31
7088 664 293 43
7089 659 304 37
7090 670 296 34
7091 650 318 32
7092 643 314 43
7093 623 328 49
7094 626 333 41
7095 626 326 48
7096 631 316 53
7097 603 352 45
7098 609 343 48
7099 583 355 62
7100 544 389 67
7101 518 405 77
7102 528 396 76
7103 515 414 71
7104 509 406 85
7105 488 419 93
7106 491 425 84
7107 489 420 91
7108 464 434 102
7109 459 454 87
7110 480 410 110
7111 430 464 106
7112 452 436 112
7113 471 409 120
7114 461 430 109
7115 473 424 103
7116 479 418 103
7117 455 453 92
7118 472 442 86
7119 497 411 92
7120 484 433 83
7121 471 433 96
7122 491 421 88
7123 480 422 98
7124 481 422 97
7125 487 421 92
7126 498 413 89
7127 496 415 89
7128 495 422 83
7129 500 401 99
7130 496 417 87
7131 486 413 101
7132 490 413 97
7133 474 425 101
7134 454 457 89
7135 460 431 109
7136 458 444 98
7137 490 409 101
7138 478 415 107
7139 473 421 106
7140 480 412 108
7141 468 440 92
7142 495 414 91
7143 489 431 80
7144 481 427 92
7145 485 440 75
7146 493 424 83
7147 468 446 86
7148 476 416 108
7149 457 438 105
7150 463 434 103
7151 462 450 88
7152 489 418 93
7153 497 403 100
7154 495 411 94
7155 526 375 99
7156 509 413 78
7157 528 381 91
7158 536 392 72
7159 504 415 81
7160 494 426 80
7161 491 425 84
7162 504 422 74
7163 506 418 76
7164 496 412 92
7165 490 427 83
7166 502 398 100
7167 483 431 86
7168 486 422 92
7169 481 438 81
7170 493 417 90
7171 515 398 87
7172 514 406 80
7173 543 380 77
7174 524 410 66
7175 533 396 71
7176 516 392 92
7177 529 392 79
7178 513 396 91
7179 484 430 86
7180 491 417 92
7181 514 404 82
7182 492 439 69
7183 492 428 80
7184 503 405 92
7185 503 420 77
7186 519 392 89
7187 503 426 71
7188 493 427 80
7189 523 400 77
7190 536 397 67
7191 547 369 84
7192 527 394 79
7193 520 396 84
7194 541 380 79
7195 530 397 73
7196 519 416 65
7197 535 387 78
7198 506 406 88
7199 488 416 96
7200 475 442 83
7201 469 448 83
7202 484 420 96
7203 493 411 96
7204 476 430 94
7205 457 442 101
7206 441 464 95
7207 469 429 102
7208 479 415 106
7209 472 421 107
7210 476 428 96
7211 484 429 87
7212 505 405 90
7213 503 417 80
7214 495 419 86
7215 482 437 81
7216 498 415 87
7217 487 418 95
7218 509 412 79
7219 509 413 78
7220 506 419 75
7221 512 411 77
7222 514 398 88
7223 508 407 85
7224 531 412 57
7225 550 372 78
7226 502 431 67
7227 519 405 76
7228 524 407 69
7229 525 409 66
7230 547 389 64
7231 537 400 63
7232 529 407 64
7233 551 361 88
7234 520 400 80
7235 530 390 80
7236 509 418 73
7237 492 439 69
7238 524 409 67
7239 531 399 70
7240 523 395 82
7241 508 427 65
7242 508 409 83
7243 500 412 88
7244 519 399 82
7245 493 431 76
7246 481 426 93
7247 485 419 96
7248 490 422 88
7249 464 446 90
7250 469 421 110
7251 462 443 95
7252 496 411 93
7253 488 419 93
7254 445 454 101
7255 430 449 121
7256 440 450 110
7257 445 445 110
7258 454 452 94
7259 496 406 98
7260 488 416 96
7261 479 431 90
7262 502 400 98
7263 503 405 92
7264 503 415 82
7265 507 413 80
7266 501 409 90
7267 467 446 87
7268 498 409 93
7269 509 419 72
7270 506 409 85
7271 524 399 77
7272 534 388 78
7273 531 405 64
7274 547 379 74
7275 559 377 64
7276 542 392 66
7277 543 386 71
7278 557 380 63
7279 526 402 72
7280 540 383 77
7281 522 391 87
7282 480 432 88
7283 513 391 96
7284 512 402 86
7285 527 402 71
7286 539 386 75
7287 535 396 69
7288 533 414 53
7289 558 367 75
7290 539 404 57
7291 540 394 66
7292 542 386 72
7293 534 398 68
7294 540 385 75
7295 552 385 63
7296 565 366 69
7297 545 397 58
7298 545 388 67
7299 540 394 66
7300 525 392 83
7301 543 390 67
7302 537 386 77
7303 555 384 61
7304 578 365 57
7305 588 354 58
7306 614 335 51
7307 610 342 48
7308 580 373 47
7309 622 321 57
7310 604 338 58
7311 596 357 47
7312 597 352 51
7313 601 339 60
7314 617 338 45
7315 606 347 47
7316 599 354 47
7317 600 344 56
7318 595 358 47
7319 583 364 53
7320 595 347 58
7321 617 334 49
7322 607 333 60
7323 581 368 51
7324 594 344 62
7325 586 369 45
7326 612 342 46
7327 610 351 39
7328 639 323 38
7329 643 328 29
7330 624 345 31
7331 624 328 48
7332 591 362 47
7333 612 345 43
7334 626 322 52
7335 634 322 44
7336 634 318 48
7337 630 324 46
7338 612 350 38
7339 637 318 45
7340 635 327 38
7341 655 299 46
7342 645 311 44
7343 637 325 38
7344 650 315 35
7345 652 305 43
7346 673 297 30
7347 685 280 35
7348 667 296 37
7349 680 285 35
7350 675 290 35
7351 677 296 27
7352 687 273 40
7353 696 271 33
7354 678 292 30
7355 673 299 28
7356 678 284 38
7357 667 310 23
7358 666 306 28
7359 648 316 36
7360 639 318 43
7361 632 320 48
7362 635 325 40
7363 652 313 35
7364 647 320 33
7365 625 328 47
7366 609 346 45
7367 604 350 46
7368 626 336 38
7369 629 328 43
7370 622 332 46
7371 617 346 37
7372 619 334 47
7373 652 317 31
7374 679 286 35
7375 661 303 36
7376 654 311 35
7377 652 310 38
7378 642 317 41
7379 640 325 35
7380 642 326 32
7381 648 310 42
7382 661 290 49
7383 673 292 35
7384 659 290 51
7385 655 311 34
7386 669 300 31
7387 664 305 31
7388 649 322 29
7389 681 291 28
7390 670 298 32
7391 668 305 27
7392 669 299 32
7393 652 319 29
7394 629 330 41
7395 606 352 42
7396 591 363 46
7397 600 336 64
7398 593 358 49
7399 576 371 53
7400 571 372 57
7401 562 363 75
7402 561 378 61
7403 556 379 65
7404 552 375 73
7405 552 385 63
7406 552 367 81
7407 567 354 79
7408 550 393 57
7409 579 358 63
7410 581 355 64
7411 544 395 61
7412 549 399 52
7413 554 378 68
7414 516 420 64
7415 522 395 83
7416 527 386 87
7417 489 442 69
7418 541 375 84
7419 518 400 82
7420 521 412 67
7421 544 386 70
7422 533 396 71
7423 524 414 62
7424 507 409 84
7425 508 412 80
7426 484 428 88
7427 481 431 88
7428 502 411 87
7429 504 408 88
7430 542 380 78
7431 520 411 69
7432 495 417 88
7433 488 426 86
7434 503 414 83
7435 511 396 93
7436 493 418 89
7437 509 422 69
7438 517 410 73
7439 540 380 80
7440 558 381 61
7441 547 397 56
7442 586 358 56
7443 576 371 53
7444 575 366 59
7445 604 346 50
7446 605 343 52
7447 588 355 57
7448 582 362 56
7449 594 345 61
7450 580 376 44
7451 614 323 63
7452 598 355 47
7453 597 363 40
7454 578 361 61
7455 574 373 53
7456 585 363 52
7457 575 374 51
7458 599 355 46
7459 595 342 63
7460 563 371 66
7461 534 398 68
7462 524 392 84
7463 487 434 79
7464 501 409 90
7465 500 420 80
7466 520 410 70
7467 500 432 68
7468 509 412 79
7469 500 416 84
7470 503 385 112
7471 472 428 100
7472 475 426 99
7473 496 409 95
7474 499 415 86
7475 498 410 92
7476 463 464 73
7477 482 440 78
7478 491 419 90
7479 462 445 93
7480 467 437 96
7481 469 423 108
7482 474 418 108
7483 470 451 79
7484 448 445 107
7485 457 435 108
7486 462 425 113
7487 446 452 102
7488 475 422 103
7489 443 472 85
7490 458 422 120
7491 451 448 101
7492 449 445 106
7493 469 419 112
7494 457 432 111
7495 483 409 108
7496 477 419 104
7497 484 404 112
7498 456 440 104
7499 479 414 107
7500 493 408 99
7501 489 430 81
7502 510 399 91
7503 511 404 85
7504 519 397 84
7505 518 401 81
7506 525 391 84
7507 480 441 79
7508 504 406 90
7509 517 394 89
7510 512 398 90
7511 512 408 80
7512 496 427 77
7513 516 391 93
7514 523 398 79
7515 511 419 70
7516 539 377 84
7517 518 412 70
7518 520 399 81
7519 510 392 98
7520 502 410 88
7521 513 400 87
7522 521 406 73
7523 524 395 81
7524 540 384 76
7525 520 407 73
7526 536 390 74
7527 523 409 68
7528 525 404 71
7529 533 388 79
7530 517 405 78
7531 530 381 89
7532 524 399 77
7533 511 402 87
7534 495 429 76
7535 496 406 98
7536 476 438 86
7537 508 406 86
7538 495 420 85
7539 495 436 69
7540 526 403 71
7541 581 349 70
7542 571 372 57
7543 592 350 58
7544 581 360 59
7545 597 335 68
7546 576 364 60
7547 595 343 62
7548 600 344 56
7549 588 374 38
7550 608 347 45
7551 614 342 44
7552 625 340 35
7553 659 297 44
7554 660 305 35
7555 644 310 46
7556 658 307 35
7557 683 291 26
7558 671 290 39
7559 664 307 29
7560 695 277 28
7561 677 286 37
7562 666 298 36
7563 632 337 31
7564 646 310 44
7565 629 332 39
7566 626 315 59
7567 627 330 43
7568 614 344 42
7569 633 318 49
7570 643 317 40
7571 648 316 36
7572 648 321 31
7573 665 309 26
7574 690 281 29
7575 686 285 29
7576 700 274 26
7577 717 250 33
7578 683 286 31
7579 699 275 26
7580 692 283 25
7581 674 302 24
7582 676 285 39
7583 653 319 28
7584 645 319 36
7585 650 313 37
7586 658 314 28
7587 658 297 45
7588 649 313 38
7589 685 286 29
7590 687 282 31
7591 686 280 34
7592 653 313 34
7593 626 334 40
7594 653 318 29
7595 678 277 45
7596 685 286 29
7597 688 289 23
7598 709 262 29
7599 720 251 29
7600 687 281 32
7601 679 296 25
7602 681 284 35
7603 699 278 23
7604 686 283 31
7605 684 298 18
7606 692 281 27
7607 685 290 25
7608 689 278 33
7609 707 270 23
7610 717 265 18
7611 714 262 24
7612 711 258 31
7613 681 288 31
7614 655 318 27
7615 655 310 35
7616 649 312 39
7617 671 292 37
7618 668 305 27
7619 658 302 40
7620 669 302 29
7621 662 307 31
7622 659 300 41
7623 674 289 37
7624 677 284 39
7625 684 283 33
7626 701 255 44
7627 692 289 19
7628 682 291 27
7629 691 269 40
7630 686 288 26
7631 684 287 29
7632 691 279 30
7633 654 307 39
7634 622 337 41
7635 630 328 42
7636 632 319 49
7637 603 359 38
7638 583 362 55
7639 577 376 47
7640 562 390 48
7641 586 360 54
7642 558 380 62
7643 592 345 63
7644 579 372 49
7645 599 328 73
7646 576 368 56
7647 556 380 64
7648 553 375 72
7649 549 396 55
7650 556 380 64
7651 547 381 72
7652 550 375 75
7653 564 365 71
7654 562 373 65
7655 568 361 71
7656 542 395 63
7657 526 410 64
7658 534 389 77
7659 514 423 63
7660 559 373 68
7661 557 373 70
7662 580 356 64
7663 581 367 52
7664 588 351 61
7665 586 352 62
7666 585 358 57
7667 587 378 35
7668 627 333 40
7669 608 339 53
7670 598 346 56
7671 619 332 49
7672 621 330 49
7673 628 328 44
7674 635 329 36
7675 616 341 43
7676 617 330 53
7677 595 355 50
7678 598 353 49
7679 621 338 41
7680 617 335 48
7681 604 343 53
7682 605 345 50
7683 618 335 47
7684 608 349 43
7685 603 350 47
7686 609 347 44
7687 601 351 48
7688 589 351 60
7689 576 367 57
7690 593 352 55
7691 598 346 56
7692 590 351 59
7693 587 362 51
7694 590 341 69
7695 574 359 67
7696 579 370 51
7697 576 376 48
7698 558 374 68
7699 563 382 55
7700 575 356 69
7701 588 337 75
7702 568 372 60
7703 592 359 49
7704 617 337 46
7705 595 354 51
7706 595 355 50
7707 573 364 63
7708 602 323 75
7709 600 355 45
7710 596 346 58
7711 615 339 46
7712 610 342 48
7713 615 337 48
7714 624 326 50
7715 605 343 52
7716 589 364 47
7717 566 368 66
7718 542 398 60
7719 549 385 66
7720 543 384 73
7721 583 352 65
7722 592 352 56
7723 563 382 55
7724 555 376 69
7725 538 394 68
7726 538 394 68
7727 549 367 84
7728 532 412 56
7729 553 388 59
7730 576 359 65
7731 554 371 75
7732 545 380 75
7733 553 397 50
7734 580 358 62
7735 585 358 57
7736 589 358 53
7737 527 414 59
7738 556 380 64
7739 561 363 76
7740 557 368 75
7741 570 359 71
7742 551 386 63
7743 539 403 58
7744 524 398 78
7745 514 411 75
7746 526 393 81
7747 518 407 75
7748 498 436 66
7749 531 394 75
7750 510 416 74
7751 513 409 78
7752 517 402 81
7753 544 384 72
7754 550 375 75
7755 544 399 57
7756 572 366 62
7757 579 357 64
7758 584 356 60
7759 633 323 44
7760 629 325 46
7761 609 343 48
7762 568 375 57
7763 554 387 59
7764 525 404 71
7765 532 381 87
7766 505 414 81
7767 520 410 70
7768 553 370 77
7769 552 383 65
7770 529 398 73
7771 521 415 64
7772 529 397 74
7773 515 409 76
7774 528 408 64
7775 557 367 76
7776 557 381 62
7777 539 389 72
7778 555 374 71
7779 571 376 53
7780 579 363 58
7781 559 378 63
7782 588 353 59
7783 588 355 57
7784 595 339 66
7785 590 351 59
7786 587 356 57
7787 553 392 55
7788 586 363 51
7789 605 334 61
7790 578 369 53
7791 611 331 58
7792 620 329 51
7793 595 349 56
7794 587 362 51
7795 568 386 46
7796 570 373 57
7797 553 380 67
7798 572 371 57
7799 568 386 46
7800 560 386 54
7801 576 368 56
7802 578 359 63
7803 573 359 68
7804 578 365 57
7805 573 376 51
7806 578 370 52
7807 573 365 62
7808 578 355 67
7809 560 388 52
7810 595 355 50
7811 607 330 63
7812 594 346 60
7813 586 367 47
7814 591 359 50
7815 611 339 50
7816 620 334 46
7817 609 352 39
7818 594 363 43
7819 601 349 50
7820 578 369 53
7821 587 352 61
7822 571 377 52
7823 581 366 53
7824 585 355 60
7825 624 333 43
7826 622 332 46
7827 600 347 53
7828 611 332 57
7829 601 343 56
7830 561 380 59
7831 563 373 64
7832 584 368 48
7833 576 362 62
7834 584 354 62
7835 591 341 68
7836 601 326 73
7837 583 360 57
7838 586 355 59
7839 577 381 42
7840 585 355 60
7841 577 370 53
7842 551 383 66
7843 534 407 59
7844 544 379 77
7845 553 371 76
7846 548 376 76
7847 534 395 71
7848 533 388 79
7849 517 397 86
7850 523 403 74
7851 535 389 76
7852 530 391 79
7853 522 388 90
7854 514 406 80
7855 488 408 104
7856 480 434 86
7857 501 412 87
7858 501 406 93
7859 504 410 86
7860 510 394 96
7861 493 435 72
7862 498 413 89
7863 495 408 97
7864 495 417 88
7865 447 476 77
7866 472 432 96
7867 467 426 107
7868 460 446 94
7869 442 458 100
7870 445 445 110
7871 441 451 108
7872 455 438 107
7873 445 451 104
7874 451 456 93
7875 451 445 104
7876 446 451 103
7877 441 462 97
7878 448 446 106
7879 482 439 79
7880 527 395 78
7881 543 368 89
7882 521 405 74
7883 516 411 73
7884 512 403 85
7885 518 401 81
7886 539 397 64
7887 533 390 77
7888 564 368 68
7889 565 373 62
7890 573 364 63
7891 565 361 74
7892 545 391 64
7893 540 397 63
7894 557 379 64
7895 563 374 63
7896 562 379 59
7897 593 361 46
7898 586 369 45
7899 583 347 70
7900 589 348 63
7901 577 368 55
7902 611 338 51
7903 603 347 50
7904 591 355 54
7905 592 341 67
7906 581 355 64
7907 598 348 54
7908 572 381 47
7909 579 355 66
7910 574 368 58
7911 535 405 60
7912 551 386 63
7913 575 353 72
7914 571 385 44
7915 574 370 56
7916 573 369 58
7917 594 354 52
7918 607 336 57
7919 592 358 50
7920 588 363 49
7921 607 345 48
7922 615 342 43
7923 635 321 44
7924 644 310 46
7925 619 323 58
7926 597 361 42
7927 592 364 44
7928 608 324 68
7929 587 369 44
7930 578 367 55
7931 572 373 55
7932 566 371 63
7933 594 351 55
7934 594 344 62
7935 581 367 52
7936 541 399 60
7937 540 403 57
7938 549 400 51
7939 577 367 56
7940 586 370 44
7941 588 370 42
7942 589 364 47
7943 581 361 58
7944 573 371 56
7945 579 361 60
7946 569 362 69
7947 588 348 64
7948 590 339 71
7949 543 405 52
7950 560 387 53
7951 547 394 59
7952 567 369 64
7953 575 356 69
7954 563 378 59
7955 547 385 68
7956 554 378 68
7957 565 369 66
7958 559 374 67
7959 556 382 62
7960 536 408 56
7961 569 375 56
7962 582 372 46
7963 595 345 60
7964 585 368 47
7965 591 344 65
7966 633 315 52
7967 618 341 41
7968 594 359 47
7969 576 372 52
7970 589 363 48
7971 598 337 65
7972 588 346 66
7973 581 371 48
7974 583 363 54
7975 596 345 59
7976 589 344 67
7977 581 343 76
7978 550 377 73
7979 531 397 72
7980 527 390 83
7981 530 401 69
7982 542 384 74
7983 535 394 71
7984 520 406 74
7985 510 405 85
7986 523 404 73
7987 527 413 60
7988 508 412 80
7989 512 387 101
7990 501 410 89
7991 501 413 86
7992 525 407 68
7993 527 397 76
7994 528 400 72
7995 546 372 82
7996 519 404 77
7997 532 384 84
7998 533 394 73
7999 524 397 79
8000 534 388 78
